"hub1","hub2","priceAtHub1","priceAtHub2","spread","ratio"
"Algonquin Citygates","Col Gas TCO","2.6713","2.8547","-0.1834","0.935755070585351"
"Algonquin Citygates","Dominion-North","2.6713","1.8567","0.8146","1.43873539074702"
"Algonquin Citygates","Dominion-South","2.6713","1.8786","0.7927","1.42196316405834"
"Algonquin Citygates","Iroquois (into)","2.6713","3.1405","-0.4692","0.850597038688107"
"Algonquin Citygates","Iroquois-Z2","2.6713","3.1906","-0.5193","0.837240644392904"
"Algonquin Citygates","Leidy-Transco","2.6713","1.7776","0.8937","1.50275652565257"
"Algonquin Citygates","Millennium EP","2.6713","1.641","1.0303","1.62784887263863"
"Algonquin Citygates","PNGTS","2.6713","3.55","-0.8787","0.752478873239437"
"Algonquin Citygates","REX E-ANR","2.6713","2.82","-0.1487","0.947269503546099"
"Algonquin Citygates","REX E-MidW","2.6713","2.8133","-0.142","0.949525468311236"
"Algonquin Citygates","REX E-PEPL","2.6713","2.8347","-0.1634","0.942357215931139"
"Algonquin Citygates","TETCO-M2 (receipt)","2.6713","1.8677","0.8036","1.43026181935"
"Algonquin Citygates","TETCO-M3","2.6713","2.0133","0.658","1.32682660308946"
"Algonquin Citygates","TGP-Z4 Marcellus","2.6713","1.5934","1.0779","1.67647797163299"
"Algonquin Citygates","TGP-Z4 Sta-219","2.6713","1.9995","0.6718","1.335983995999"
"Algonquin Citygates","TGP-Z4 Sta-313","2.6713","1.9199","0.7514","1.39137455075785"
"Algonquin Citygates","TGP-Z5 200L","2.6713","2.8582","-0.1869","0.934609194597999"
"Algonquin Citygates","TGP-Z6 200L","2.6713","2.9601","-0.2888","0.902435728522685"
"Algonquin Citygates","Transco-Z5 (non-WGL)","2.6713","2.9907","-0.3194","0.893202260340389"
"Algonquin Citygates","Transco-Z6 (non-NY north)","2.6713","2.9935","-0.3222","0.892366794721897"
"Algonquin Citygates","Transco-Z6 (non-NY)","2.6713","3","-0.3287","0.890433333333333"
"Algonquin Citygates","Transco-Z6 (NY)","2.6713","3.027","-0.3557","0.882490915097456"
"Algonquin Citygates","ANR-LA","2.6713","2.7998","-0.1285","0.954103864561754"
"Algonquin Citygates","ANR-SE-T","2.6713","2.7998","-0.1285","0.954103864561754"
"Algonquin Citygates","Atmos Zone 3","2.6713","2.75","-0.0787","0.971381818181818"
"Algonquin Citygates","Carthage","2.6713","2.8045","-0.1332","0.95250490283473"
"Algonquin Citygates","CG-Mainline","2.6713","2.8094","-0.1381","0.950843596497473"
"Algonquin Citygates","CG-Onshore","2.6713","2.8227","-0.1514","0.946363410918624"
"Algonquin Citygates","ETC-Maypearl","2.6713","2.73","-0.0587","0.978498168498169"
"Algonquin Citygates","FGT-Z3","2.6713","2.9188","-0.2475","0.915204878717281"
"Algonquin Citygates","Henry","2.6713","2.8463","-0.175","0.938516670765555"
"Algonquin Citygates","Houston Ship Channel","2.6713","2.8199","-0.1486","0.947303095854463"
"Algonquin Citygates","Katy","2.6713","2.8196","-0.1483","0.947403887076181"
"Algonquin Citygates","Katy-Lonestar Inter","2.6713","2.8206","-0.1493","0.947067999716372"
"Algonquin Citygates","Katy-Oasis","2.6713","2.8197","-0.1484","0.94737028761925"
"Algonquin Citygates","Moss Bluff Inter","2.6713","2.84","-0.1687","0.940598591549296"
"Algonquin Citygates","NGPL-STX","2.6713","2.7828","-0.1115","0.959932442144603"
"Algonquin Citygates","Nortex-Tolar Hub","2.6713","2.7867","-0.1154","0.958589012093157"
"Algonquin Citygates","Pine Prairie","2.6713","2.8396","-0.1683","0.940731088885759"
"Algonquin Citygates","Sonat-T1","2.6713","2.8512","-0.1799","0.936903759820427"
"Algonquin Citygates","TETCO-ELA","2.6713","2.8115","-0.1402","0.950133380757603"
"Algonquin Citygates","TETCO-ETX","2.6713","2.7491","-0.0777999999999999","0.971699829034957"
"Algonquin Citygates","TETCO-M1 30","2.6713","2.77","-0.0987","0.964368231046931"
"Algonquin Citygates","TETCO-STX","2.6713","2.777","-0.1057","0.961937342455888"
"Algonquin Citygates","TETCO-WLA","2.6713","2.81","-0.1387","0.950640569395018"
"Algonquin Citygates","TGP-500L","2.6713","2.8556","-0.1843","0.935460148480179"
"Algonquin Citygates","TGP-800L","2.6713","2.8206","-0.1493","0.947067999716372"
"Algonquin Citygates","TGP-Z0","2.6713","2.774","-0.1027","0.962977649603461"
"Algonquin Citygates","TGT-Mainline","2.6713","2.793","-0.1217","0.956426781238811"
"Algonquin Citygates","TGT-North LA","2.6713","2.77","-0.0987","0.964368231046931"
"Algonquin Citygates","TGT-SL","2.6713","2.81","-0.1387","0.950640569395018"
"Algonquin Citygates","Transco-30","2.6713","2.81","-0.1387","0.950640569395018"
"Algonquin Citygates","Transco-45","2.6713","2.8425","-0.1712","0.939771328056288"
"Algonquin Citygates","Transco-65","2.6713","2.8722","-0.2009","0.930053617436112"
"Algonquin Citygates","Transco-85","2.6713","2.8948","-0.2235","0.922792593616139"
"Algonquin Citygates","Tres Palacios (inj)","2.6713","2.7963","-0.125","0.955298072452884"
"Algonquin Citygates","Trunkline-ELA","2.6713","2.8122","-0.1409","0.949896877889197"
"Algonquin Citygates","Trunkline-WLA","2.6713","2.81","-0.1387","0.950640569395018"
"Algonquin Citygates","Trunkline-Z1A","2.6713","2.8014","-0.1301","0.953558934818305"
"Algonquin Citygates","Alliance Delivered","2.6713","2.8556","-0.1843","0.935460148480179"
"Algonquin Citygates","ANR-Joliet Hub","2.6713","2.85","-0.1787","0.937298245614035"
"Algonquin Citygates","ANR-SW","2.6713","2.702","-0.0306999999999999","0.988638045891932"
"Algonquin Citygates","APC-ACE","2.6713","2.8556","-0.1843","0.935460148480179"
"Algonquin Citygates","Chicago Citygates","2.6713","2.8754","-0.2041","0.929018571329206"
"Algonquin Citygates","Consumers","2.6713","3.0397","-0.3684","0.878803829325262"
"Algonquin Citygates","Demarc","2.6713","2.7968","-0.1255","0.955127288329519"
"Algonquin Citygates","EGT-Flex","2.6713","2.6978","-0.0265","0.990177181407072"
"Algonquin Citygates","Lebanon","2.6713","2.7951","-0.1238","0.955708203642088"
"Algonquin Citygates","Michcon","2.6713","3.0357","-0.3644","0.879961788055473"
"Algonquin Citygates","NBPL-Vector","2.6713","2.8569","-0.1856","0.935034477930624"
"Algonquin Citygates","NBPL-Ventura","2.6713","2.7975","-0.1262","0.954888293118856"
"Algonquin Citygates","NBPL-Will County","2.6713","2.8829","-0.2116","0.926601685802491"
"Algonquin Citygates","NGPL-Amarillo","2.6713","2.76","-0.0886999999999998","0.96786231884058"
"Algonquin Citygates","NGPL-GC Mainline","2.6713","2.8003","-0.129","0.953933507124237"
"Algonquin Citygates","NGPL-MidAm","2.6713","2.88","-0.2087","0.927534722222222"
"Algonquin Citygates","NGPL-Midcont Pool","2.6713","2.7157","-0.0444","0.98365062414847"
"Algonquin Citygates","NGPL-Nicor","2.6713","2.8694","-0.1981","0.930961176552589"
"Algonquin Citygates","NGPL-Nipsco","2.6713","2.8894","-0.2181","0.924517200802935"
"Algonquin Citygates","NGPL-TXOK","2.6713","2.7993","-0.128","0.954274282856428"
"Algonquin Citygates","NNG-Ventura","2.6713","2.8012","-0.1299","0.953627016992717"
"Algonquin Citygates","OGT","2.6713","2.6995","-0.0282","0.989553621040933"
"Algonquin Citygates","Panhandle","2.6713","2.6017","0.0695999999999999","1.02675173924742"
"Algonquin Citygates","PGLC","2.6713","2.8737","-0.2024","0.929568152555938"
"Algonquin Citygates","Southern Star","2.6713","2.6245","0.0468000000000002","1.0178319679939"
"Algonquin Citygates","Ventura","2.6713","2.7991","-0.1278","0.954342467221607"
"Algonquin Citygates","Cheyenne","2.6713","2.6592","0.0121000000000002","1.00455024067389"
"Algonquin Citygates","CIG-Mainline","2.6713","2.6076","0.0636999999999999","1.02442859334254"
"Algonquin Citygates","CIG-Mainline South","2.6713","2.5879","0.0834000000000001","1.03222690212141"
"Algonquin Citygates","EP-Permian","2.6713","2.6472","0.0240999999999998","1.00910395889997"
"Algonquin Citygates","EP-S.Mainline","2.6713","2.7791","-0.1078","0.961210463819222"
"Algonquin Citygates","EP-SJ Blanco Pool","2.6713","2.6485","0.0228000000000002","1.00860864640362"
"Algonquin Citygates","EP-SJ Bondad","2.6713","2.6395","0.0318000000000001","1.0120477363137"
"Algonquin Citygates","EP-Waha","2.6713","2.6728","-0.00150000000000006","0.999438790781203"
"Algonquin Citygates","Kingsgate","2.6713","2.5525","0.1188","1.04654260528893"
"Algonquin Citygates","KRGT-Del Pool","2.6713","2.7741","-0.1028","0.962942936447857"
"Algonquin Citygates","KRGT-Rec Pool","2.6713","2.6478","0.0234999999999999","1.00887529269582"
"Algonquin Citygates","Malin","2.6713","2.6861","-0.0148000000000001","0.99449015300994"
"Algonquin Citygates","NWP-Rocky Mtn","2.6713","2.6243","0.0470000000000002","1.0179095377815"
"Algonquin Citygates","NWP-Wyoming","2.6713","2.6095","0.0617999999999999","1.02368269783483"
"Algonquin Citygates","Oasis - Waha Pool","2.6713","2.6759","-0.00459999999999994","0.998280952202997"
"Algonquin Citygates","Opal Plant Tailgate","2.6713","2.6463","0.0249999999999999","1.0094471526282"
"Algonquin Citygates","PG&E - Citygate","2.6713","3.245","-0.5737","0.823204930662558"
"Algonquin Citygates","PG&E-Topock","2.6713","2.7813","-0.11","0.960450149210801"
"Algonquin Citygates","Pioneer","2.6713","2.6428","0.0285000000000002","1.01078401695172"
"Algonquin Citygates","Questar-North","2.6713","2.5966","0.0747","1.02876838943233"
"Algonquin Citygates","Questar-South","2.6713","2.61","0.0613000000000001","1.02348659003831"
"Algonquin Citygates","REX E-NGPL","2.6713","2.8148","-0.1435","0.949019468523519"
"Algonquin Citygates","REX E-Trunk","2.6713","2.83","-0.1587","0.943922261484099"
"Algonquin Citygates","SoCal Border","2.6713","2.7762","-0.1049","0.962214537857503"
"Algonquin Citygates","Socal-Citygate","2.6713","2.9426","-0.2713","0.907802623530211"
"Algonquin Citygates","Socal-Ehrenberg","2.6713","2.7759","-0.1046","0.962318527324471"
"Algonquin Citygates","Socal-KRS","2.6713","2.7624","-0.0911","0.967021430640023"
"Algonquin Citygates","Socal-Needles","2.6713","2.7776","-0.1063","0.961729550691244"
"Algonquin Citygates","Stanfield","2.6713","2.6328","0.0385","1.01462321482832"
"Algonquin Citygates","TW-Blanco","2.6713","2.654","0.0173000000000001","1.00651846269781"
"Algonquin Citygates","TW-Central","2.6713","2.673","-0.00170000000000003","0.999364010475122"
"Algonquin Citygates","Waha","2.6713","2.6995","-0.0282","0.989553621040933"
"Algonquin Citygates","White River Hub","2.6713","2.6481","0.0232000000000001","1.00876099845172"
"Col Gas TCO","Algonquin Citygates","2.8547","2.6713","0.1834","1.06865571070265"
"Col Gas TCO","Dominion-North","2.8547","1.8567","0.998","1.53751279151182"
"Col Gas TCO","Dominion-South","2.8547","1.8786","0.9761","1.51958905567976"
"Col Gas TCO","Iroquois (into)","2.8547","3.1405","-0.2858","0.908995382900812"
"Col Gas TCO","Iroquois-Z2","2.8547","3.1906","-0.3359","0.894721995862847"
"Col Gas TCO","Leidy-Transco","2.8547","1.7776","1.0771","1.60592934293429"
"Col Gas TCO","Millennium EP","2.8547","1.641","1.2137","1.73960999390615"
"Col Gas TCO","PNGTS","2.8547","3.55","-0.6953","0.804140845070422"
"Col Gas TCO","REX E-ANR","2.8547","2.82","0.0347","1.01230496453901"
"Col Gas TCO","REX E-MidW","2.8547","2.8133","0.0413999999999999","1.01471581416841"
"Col Gas TCO","REX E-PEPL","2.8547","2.8347","0.0199999999999996","1.00705542032667"
"Col Gas TCO","TETCO-M2 (receipt)","2.8547","1.8677","0.987","1.52845746104835"
"Col Gas TCO","TETCO-M3","2.8547","2.0133","0.8414","1.41792082650375"
"Col Gas TCO","TGP-Z4 Marcellus","2.8547","1.5934","1.2613","1.79157775825279"
"Col Gas TCO","TGP-Z4 Sta-219","2.8547","1.9995","0.8552","1.42770692673168"
"Col Gas TCO","TGP-Z4 Sta-313","2.8547","1.9199","0.9348","1.48690035939372"
"Col Gas TCO","TGP-Z5 200L","2.8547","2.8582","-0.00350000000000028","0.998775453082359"
"Col Gas TCO","TGP-Z6 200L","2.8547","2.9601","-0.1054","0.964393094827877"
"Col Gas TCO","Transco-Z5 (non-WGL)","2.8547","2.9907","-0.136","0.954525696325275"
"Col Gas TCO","Transco-Z6 (non-NY north)","2.8547","2.9935","-0.1388","0.953632871220979"
"Col Gas TCO","Transco-Z6 (non-NY)","2.8547","3","-0.1453","0.951566666666667"
"Col Gas TCO","Transco-Z6 (NY)","2.8547","3.027","-0.1723","0.943078956062108"
"Col Gas TCO","ANR-LA","2.8547","2.7998","0.0548999999999999","1.01960854346739"
"Col Gas TCO","ANR-SE-T","2.8547","2.7998","0.0548999999999999","1.01960854346739"
"Col Gas TCO","Atmos Zone 3","2.8547","2.75","0.1047","1.03807272727273"
"Col Gas TCO","Carthage","2.8547","2.8045","0.0501999999999998","1.01789980388661"
"Col Gas TCO","CG-Mainline","2.8547","2.8094","0.0452999999999997","1.01612443938207"
"Col Gas TCO","CG-Onshore","2.8547","2.8227","0.0319999999999996","1.01133666347823"
"Col Gas TCO","ETC-Maypearl","2.8547","2.73","0.1247","1.04567765567766"
"Col Gas TCO","FGT-Z3","2.8547","2.9188","-0.0641000000000003","0.978038920104152"
"Col Gas TCO","Henry","2.8547","2.8463","0.00839999999999996","1.00295119980325"
"Col Gas TCO","Houston Ship Channel","2.8547","2.8199","0.0347999999999997","1.01234086315118"
"Col Gas TCO","Katy","2.8547","2.8196","0.0350999999999999","1.01244857426585"
"Col Gas TCO","Katy-Lonestar Inter","2.8547","2.8206","0.0340999999999996","1.01208962632064"
"Col Gas TCO","Katy-Oasis","2.8547","2.8197","0.0349999999999997","1.01241266801433"
"Col Gas TCO","Moss Bluff Inter","2.8547","2.84","0.0146999999999999","1.00517605633803"
"Col Gas TCO","NGPL-STX","2.8547","2.7828","0.0718999999999999","1.02583728618657"
"Col Gas TCO","Nortex-Tolar Hub","2.8547","2.7867","0.0679999999999996","1.02440162199017"
"Col Gas TCO","Pine Prairie","2.8547","2.8396","0.0150999999999999","1.00531765037329"
"Col Gas TCO","Sonat-T1","2.8547","2.8512","0.00349999999999984","1.00122755331089"
"Col Gas TCO","TETCO-ELA","2.8547","2.8115","0.0431999999999997","1.01536546327583"
"Col Gas TCO","TETCO-ETX","2.8547","2.7491","0.1056","1.038412571387"
"Col Gas TCO","TETCO-M1 30","2.8547","2.77","0.0846999999999998","1.03057761732852"
"Col Gas TCO","TETCO-STX","2.8547","2.777","0.0776999999999997","1.02797983435362"
"Col Gas TCO","TETCO-WLA","2.8547","2.81","0.0446999999999997","1.01590747330961"
"Col Gas TCO","TGP-500L","2.8547","2.8556","-0.000900000000000123","0.999684829808096"
"Col Gas TCO","TGP-800L","2.8547","2.8206","0.0340999999999996","1.01208962632064"
"Col Gas TCO","TGP-Z0","2.8547","2.774","0.0806999999999998","1.02909156452776"
"Col Gas TCO","TGT-Mainline","2.8547","2.793","0.0616999999999996","1.02209094163981"
"Col Gas TCO","TGT-North LA","2.8547","2.77","0.0846999999999998","1.03057761732852"
"Col Gas TCO","TGT-SL","2.8547","2.81","0.0446999999999997","1.01590747330961"
"Col Gas TCO","Transco-30","2.8547","2.81","0.0446999999999997","1.01590747330961"
"Col Gas TCO","Transco-45","2.8547","2.8425","0.0122","1.00429199648197"
"Col Gas TCO","Transco-65","2.8547","2.8722","-0.0175000000000001","0.993907109532762"
"Col Gas TCO","Transco-85","2.8547","2.8948","-0.0401000000000002","0.986147574962001"
"Col Gas TCO","Tres Palacios (inj)","2.8547","2.7963","0.0583999999999998","1.02088474055001"
"Col Gas TCO","Trunkline-ELA","2.8547","2.8122","0.0425","1.01511272313491"
"Col Gas TCO","Trunkline-WLA","2.8547","2.81","0.0446999999999997","1.01590747330961"
"Col Gas TCO","Trunkline-Z1A","2.8547","2.8014","0.0532999999999997","1.01902620118512"
"Col Gas TCO","Alliance Delivered","2.8547","2.8556","-0.000900000000000123","0.999684829808096"
"Col Gas TCO","ANR-Joliet Hub","2.8547","2.85","0.0046999999999997","1.00164912280702"
"Col Gas TCO","ANR-SW","2.8547","2.702","0.1527","1.05651369356033"
"Col Gas TCO","APC-ACE","2.8547","2.8556","-0.000900000000000123","0.999684829808096"
"Col Gas TCO","Chicago Citygates","2.8547","2.8754","-0.0207000000000002","0.992801001599777"
"Col Gas TCO","Consumers","2.8547","3.0397","-0.185","0.939138730795802"
"Col Gas TCO","Demarc","2.8547","2.7968","0.0578999999999996","1.02070223112128"
"Col Gas TCO","EGT-Flex","2.8547","2.6978","0.1569","1.05815849951813"
"Col Gas TCO","Lebanon","2.8547","2.7951","0.0595999999999997","1.02132302958749"
"Col Gas TCO","Michcon","2.8547","3.0357","-0.181","0.9403761900056"
"Col Gas TCO","NBPL-Vector","2.8547","2.8569","-0.0022000000000002","0.999229934544436"
"Col Gas TCO","NBPL-Ventura","2.8547","2.7975","0.0571999999999999","1.02044682752458"
"Col Gas TCO","NBPL-Will County","2.8547","2.8829","-0.0282","0.990218183079538"
"Col Gas TCO","NGPL-Amarillo","2.8547","2.76","0.0947","1.0343115942029"
"Col Gas TCO","NGPL-GC Mainline","2.8547","2.8003","0.0543999999999998","1.01942649001893"
"Col Gas TCO","NGPL-MidAm","2.8547","2.88","-0.0253000000000001","0.991215277777778"
"Col Gas TCO","NGPL-Midcont Pool","2.8547","2.7157","0.139","1.05118385683249"
"Col Gas TCO","NGPL-Nicor","2.8547","2.8694","-0.0147000000000004","0.994876977765386"
"Col Gas TCO","NGPL-Nipsco","2.8547","2.8894","-0.0347000000000004","0.987990586280889"
"Col Gas TCO","NGPL-TXOK","2.8547","2.7993","0.0553999999999997","1.0197906619512"
"Col Gas TCO","NNG-Ventura","2.8547","2.8012","0.0534999999999997","1.0190989575896"
"Col Gas TCO","OGT","2.8547","2.6995","0.1552","1.05749212817188"
"Col Gas TCO","Panhandle","2.8547","2.6017","0.253","1.09724410962063"
"Col Gas TCO","PGLC","2.8547","2.8737","-0.0190000000000001","0.993388314716219"
"Col Gas TCO","Southern Star","2.8547","2.6245","0.2302","1.08771194513241"
"Col Gas TCO","Ventura","2.8547","2.7991","0.0555999999999996","1.01986352756243"
"Col Gas TCO","Cheyenne","2.8547","2.6592","0.1955","1.07351835138387"
"Col Gas TCO","CIG-Mainline","2.8547","2.6076","0.2471","1.09476146648259"
"Col Gas TCO","CIG-Mainline South","2.8547","2.5879","0.2668","1.10309517369296"
"Col Gas TCO","EP-Permian","2.8547","2.6472","0.2075","1.07838470837111"
"Col Gas TCO","EP-S.Mainline","2.8547","2.7791","0.0755999999999997","1.02720305134756"
"Col Gas TCO","EP-SJ Blanco Pool","2.8547","2.6485","0.2062","1.07785538984331"
"Col Gas TCO","EP-SJ Bondad","2.8547","2.6395","0.2152","1.08153059291532"
"Col Gas TCO","EP-Waha","2.8547","2.6728","0.1819","1.06805597126609"
"Col Gas TCO","Kingsgate","2.8547","2.5525","0.3022","1.11839373163565"
"Col Gas TCO","KRGT-Del Pool","2.8547","2.7741","0.0806","1.02905446811579"
"Col Gas TCO","KRGT-Rec Pool","2.8547","2.6478","0.2069","1.0781403429262"
"Col Gas TCO","Malin","2.8547","2.6861","0.1686","1.06276758125163"
"Col Gas TCO","NWP-Rocky Mtn","2.8547","2.6243","0.2304","1.0877948405289"
"Col Gas TCO","NWP-Wyoming","2.8547","2.6095","0.2452","1.0939643609887"
"Col Gas TCO","Oasis - Waha Pool","2.8547","2.6759","0.1788","1.06681864045742"
"Col Gas TCO","Opal Plant Tailgate","2.8547","2.6463","0.2084","1.07875146430866"
"Col Gas TCO","PG&E - Citygate","2.8547","3.245","-0.3903","0.879722650231125"
"Col Gas TCO","PG&E-Topock","2.8547","2.7813","0.0733999999999999","1.02639053679934"
"Col Gas TCO","Pioneer","2.8547","2.6428","0.2119","1.08018011200242"
"Col Gas TCO","Questar-North","2.8547","2.5966","0.2581","1.09939921435724"
"Col Gas TCO","Questar-South","2.8547","2.61","0.2447","1.09375478927203"
"Col Gas TCO","REX E-NGPL","2.8547","2.8148","0.0398999999999998","1.01417507460566"
"Col Gas TCO","REX E-Trunk","2.8547","2.83","0.0246999999999997","1.00872791519435"
"Col Gas TCO","SoCal Border","2.8547","2.7762","0.0785","1.02827606080254"
"Col Gas TCO","Socal-Citygate","2.8547","2.9426","-0.0879000000000003","0.970128457826412"
"Col Gas TCO","Socal-Ehrenberg","2.8547","2.7759","0.0787999999999998","1.02838718974026"
"Col Gas TCO","Socal-KRS","2.8547","2.7624","0.0922999999999998","1.03341297422531"
"Col Gas TCO","Socal-Needles","2.8547","2.7776","0.0770999999999997","1.0277577764977"
"Col Gas TCO","Stanfield","2.8547","2.6328","0.2219","1.08428289273777"
"Col Gas TCO","TW-Blanco","2.8547","2.654","0.2007","1.07562170308968"
"Col Gas TCO","TW-Central","2.8547","2.673","0.1817","1.06797605686495"
"Col Gas TCO","Waha","2.8547","2.6995","0.1552","1.05749212817188"
"Col Gas TCO","White River Hub","2.8547","2.6481","0.2066","1.07801820172954"
"Dominion-North","Algonquin Citygates","1.8567","2.6713","-0.8146","0.695054842211657"
"Dominion-North","Col Gas TCO","1.8567","2.8547","-0.998","0.650401092934459"
"Dominion-North","Dominion-South","1.8567","1.8786","-0.0219","0.988342382625359"
"Dominion-North","Iroquois (into)","1.8567","3.1405","-1.2838","0.591211590511065"
"Dominion-North","Iroquois-Z2","1.8567","3.1906","-1.3339","0.581928163981696"
"Dominion-North","Leidy-Transco","1.8567","1.7776","0.0790999999999999","1.04449819981998"
"Dominion-North","Millennium EP","1.8567","1.641","0.2157","1.13144424131627"
"Dominion-North","PNGTS","1.8567","3.55","-1.6933","0.523014084507042"
"Dominion-North","REX E-ANR","1.8567","2.82","-0.9633","0.658404255319149"
"Dominion-North","REX E-MidW","1.8567","2.8133","-0.9566","0.659972274553016"
"Dominion-North","REX E-PEPL","1.8567","2.8347","-0.978","0.654989946026034"
"Dominion-North","TETCO-M2 (receipt)","1.8567","1.8677","-0.0109999999999999","0.994110403169674"
"Dominion-North","TETCO-M3","1.8567","2.0133","-0.1566","0.92221725525257"
"Dominion-North","TGP-Z4 Marcellus","1.8567","1.5934","0.2633","1.16524413204468"
"Dominion-North","TGP-Z4 Sta-219","1.8567","1.9995","-0.1428","0.928582145536384"
"Dominion-North","TGP-Z4 Sta-313","1.8567","1.9199","-0.0631999999999999","0.967081618834314"
"Dominion-North","TGP-Z5 200L","1.8567","2.8582","-1.0015","0.649604646280876"
"Dominion-North","TGP-Z6 200L","1.8567","2.9601","-1.1034","0.627242322894497"
"Dominion-North","Transco-Z5 (non-WGL)","1.8567","2.9907","-1.134","0.620824556123984"
"Dominion-North","Transco-Z6 (non-NY north)","1.8567","2.9935","-1.1368","0.620243861700351"
"Dominion-North","Transco-Z6 (non-NY)","1.8567","3","-1.1433","0.6189"
"Dominion-North","Transco-Z6 (NY)","1.8567","3.027","-1.1703","0.613379583746283"
"Dominion-North","ANR-LA","1.8567","2.7998","-0.9431","0.663154511036503"
"Dominion-North","ANR-SE-T","1.8567","2.7998","-0.9431","0.663154511036503"
"Dominion-North","Atmos Zone 3","1.8567","2.75","-0.8933","0.675163636363636"
"Dominion-North","Carthage","1.8567","2.8045","-0.9478","0.662043144945623"
"Dominion-North","CG-Mainline","1.8567","2.8094","-0.9527","0.660888445931516"
"Dominion-North","CG-Onshore","1.8567","2.8227","-0.966","0.65777447125093"
"Dominion-North","ETC-Maypearl","1.8567","2.73","-0.8733","0.68010989010989"
"Dominion-North","FGT-Z3","1.8567","2.9188","-1.0621","0.636117582568179"
"Dominion-North","Henry","1.8567","2.8463","-0.9896","0.652320556511963"
"Dominion-North","Houston Ship Channel","1.8567","2.8199","-0.9632","0.658427603815738"
"Dominion-North","Katy","1.8567","2.8196","-0.9629","0.658497659242446"
"Dominion-North","Katy-Lonestar Inter","1.8567","2.8206","-0.9639","0.658264199106573"
"Dominion-North","Katy-Oasis","1.8567","2.8197","-0.963","0.65847430577721"
"Dominion-North","Moss Bluff Inter","1.8567","2.84","-0.9833","0.653767605633803"
"Dominion-North","NGPL-STX","1.8567","2.7828","-0.9261","0.667205692108668"
"Dominion-North","Nortex-Tolar Hub","1.8567","2.7867","-0.93","0.666271934546237"
"Dominion-North","Pine Prairie","1.8567","2.8396","-0.9829","0.653859698549091"
"Dominion-North","Sonat-T1","1.8567","2.8512","-0.9945","0.651199494949495"
"Dominion-North","TETCO-ELA","1.8567","2.8115","-0.9548","0.660394807042504"
"Dominion-North","TETCO-ETX","1.8567","2.7491","-0.8924","0.675384671346986"
"Dominion-North","TETCO-M1 30","1.8567","2.77","-0.9133","0.67028880866426"
"Dominion-North","TETCO-STX","1.8567","2.777","-0.9203","0.668599207778178"
"Dominion-North","TETCO-WLA","1.8567","2.81","-0.9533","0.660747330960854"
"Dominion-North","TGP-500L","1.8567","2.8556","-0.9989","0.650196105897184"
"Dominion-North","TGP-800L","1.8567","2.8206","-0.9639","0.658264199106573"
"Dominion-North","TGP-Z0","1.8567","2.774","-0.9173","0.669322278298486"
"Dominion-North","TGT-Mainline","1.8567","2.793","-0.9363","0.664769065520945"
"Dominion-North","TGT-North LA","1.8567","2.77","-0.9133","0.67028880866426"
"Dominion-North","TGT-SL","1.8567","2.81","-0.9533","0.660747330960854"
"Dominion-North","Transco-30","1.8567","2.81","-0.9533","0.660747330960854"
"Dominion-North","Transco-45","1.8567","2.8425","-0.9858","0.653192612137203"
"Dominion-North","Transco-65","1.8567","2.8722","-1.0155","0.646438270315438"
"Dominion-North","Transco-85","1.8567","2.8948","-1.0381","0.641391460549952"
"Dominion-North","Tres Palacios (inj)","1.8567","2.7963","-0.9396","0.66398455101384"
"Dominion-North","Trunkline-ELA","1.8567","2.8122","-0.9555","0.660230424578622"
"Dominion-North","Trunkline-WLA","1.8567","2.81","-0.9533","0.660747330960854"
"Dominion-North","Trunkline-Z1A","1.8567","2.8014","-0.9447","0.662775754979653"
"Dominion-North","Alliance Delivered","1.8567","2.8556","-0.9989","0.650196105897184"
"Dominion-North","ANR-Joliet Hub","1.8567","2.85","-0.9933","0.651473684210526"
"Dominion-North","ANR-SW","1.8567","2.702","-0.8453","0.687157660991858"
"Dominion-North","APC-ACE","1.8567","2.8556","-0.9989","0.650196105897184"
"Dominion-North","Chicago Citygates","1.8567","2.8754","-1.0187","0.645718856506921"
"Dominion-North","Consumers","1.8567","3.0397","-1.183","0.61081685692667"
"Dominion-North","Demarc","1.8567","2.7968","-0.9401","0.663865846681922"
"Dominion-North","EGT-Flex","1.8567","2.6978","-0.8411","0.688227444584476"
"Dominion-North","Lebanon","1.8567","2.7951","-0.9384","0.664269614682838"
"Dominion-North","Michcon","1.8567","3.0357","-1.179","0.611621701749185"
"Dominion-North","NBPL-Vector","1.8567","2.8569","-1.0002","0.649900241520529"
"Dominion-North","NBPL-Ventura","1.8567","2.7975","-0.9408","0.663699731903485"
"Dominion-North","NBPL-Will County","1.8567","2.8829","-1.0262","0.644038988518506"
"Dominion-North","NGPL-Amarillo","1.8567","2.76","-0.9033","0.672717391304348"
"Dominion-North","NGPL-GC Mainline","1.8567","2.8003","-0.9436","0.663036103274649"
"Dominion-North","NGPL-MidAm","1.8567","2.88","-1.0233","0.6446875"
"Dominion-North","NGPL-Midcont Pool","1.8567","2.7157","-0.859","0.683691129358913"
"Dominion-North","NGPL-Nicor","1.8567","2.8694","-1.0127","0.647069073673939"
"Dominion-North","NGPL-Nipsco","1.8567","2.8894","-1.0327","0.642590157126047"
"Dominion-North","NGPL-TXOK","1.8567","2.7993","-0.9426","0.663272961097417"
"Dominion-North","NNG-Ventura","1.8567","2.8012","-0.9445","0.662823075824647"
